alpha_rad,mach,CN,CA,CM,CMQ,CNR,CLP,CNB,CYB
-1.483530,1.6000,-23.064000,8.780000,0.647300,-0.094720,-0.242000,-6.238000,-4.128161,-44.988646
-1.483530,2.0000,-22.077000,6.986000,0.662300,-0.080170,-0.242000,-6.238000,-3.075637,-46.552821
-1.483530,2.5000,-21.160000,5.366000,0.647000,-0.066040,-0.242000,-6.238000,-2.099890,-42.524928
-1.483530,3.0000,-20.881000,4.328000,0.653400,-0.056810,-0.242000,-6.238000,-1.536100,-40.233096
-1.396263,0.3000,-2.095000,4.369000,-52.405400,-0.067420,-0.470500,-5.816000,906.419232,-31.180363
-1.396263,0.5000,-2.106000,4.227000,-54.047300,-0.071760,-0.482100,-5.958000,961.423180,-33.288848
-1.396263,0.7000,-2.164000,3.892000,-56.263700,-0.080790,-0.501700,-6.201000,1019.864875,-37.345389
-1.396263,0.9000,-2.295000,3.238000,-51.968500,-0.103600,-0.483900,-5.981000,960.850222,-39.923699
-1.396263,1.1000,-25.984000,7.787000,0.828600,-0.138300,-0.483900,-5.981000,-5.613840,-49.543661
-1.396263,1.3000,-24.294000,7.436000,0.754500,-0.110300,-0.483900,-5.981000,-5.323924,-45.343880
-1.396263,1.6000,-22.465000,6.898000,0.695200,-0.094720,-0.483900,-5.981000,-4.128161,-42.381688
-1.396263,2.0000,-21.875000,4.861000,0.888500,-0.080170,-0.483900,-5.981000,-3.075637,-45.286584
-1.396263,2.5000,-21.165000,3.540000,0.899600,-0.066040,-0.483900,-5.981000,-2.099890,-41.195665
-1.396263,3.0000,-20.991000,2.696000,0.935700,-0.056810,-0.483900,-5.981000,-1.536100,-38.726217
-1.308997,0.3000,-2.295000,1.978000,-20.868000,-0.067420,-0.777300,-5.490000,244.882162,-28.401518
-1.308997,0.5000,-2.375000,1.669000,-21.191700,-0.071760,-0.796400,-5.624000,254.507853,-30.275090
-1.308997,0.7000,-2.566000,1.018000,-21.667100,-0.080790,-0.828800,-5.853000,267.571290,-33.810239
-1.308997,0.9000,-2.858000,0.134000,-19.400000,-0.103600,-0.799500,-5.646000,251.585768,-37.110476
-1.308997,1.1000,-25.202000,5.659000,0.954400,-0.138300,-0.799500,-5.646000,-5.613840,-46.976810
-1.308997,1.3000,-23.572000,5.559000,0.846800,-0.110300,-0.799500,-5.646000,-5.323924,-42.490550
-1.308997,1.6000,-21.916000,5.188000,0.799200,-0.094720,-0.799500,-5.646000,-4.128161,-39.385119
-1.308997,2.0000,-21.956000,2.913000,1.323100,-0.080170,-0.799500,-5.646000,-3.075637,-42.226990
-1.308997,2.5000,-21.447000,1.928000,1.363800,-0.066040,-0.799500,-5.646000,-2.099890,-38.204826
-1.308997,3.0000,-21.356000,1.304000,1.435400,-0.056810,-0.799500,-5.646000,-1.536100,-35.592138
-1.221730,0.3000,-2.836000,-0.052000,-9.669300,-0.067420,-1.146000,-5.097000,92.819163,-24.889287
