alpha_rad,mach,CN,CA,CM,CMQ,CNR,CLP,CNB,CYB
-1.919862,0.9000,-6.956000,8.529000,-11.284500,-0.086300,-0.382100,-8.278000,12.679556,-10.668474
-1.919862,1.1000,-20.752000,6.267000,1.360700,-0.102800,-0.382100,-8.278000,-3.209137,-16.329297
-1.919862,1.3000,-19.619000,6.349000,1.246500,-0.089350,-0.382100,-8.278000,-3.487594,-14.169246
-1.919862,1.6000,-18.106000,6.113000,1.202100,-0.075060,-0.382100,-8.278000,-2.465437,-14.283838
-1.919862,2.0000,-16.723000,5.301000,1.209300,-0.062170,-0.382100,-8.278000,-1.619752,-13.298350
-1.919862,2.5000,-15.819000,4.606000,1.251400,-0.051370,-0.382100,-8.278000,-1.047940,-13.115004
-1.919862,3.0000,-15.314000,4.059000,1.286000,-0.043350,-0.382100,-8.278000,-0.734532,-12.805607
-1.832596,0.3000,-5.419000,6.418000,-15.426200,-0.052820,-0.137800,-8.156000,14.977117,-9.304835
-1.832596,0.5000,-5.522000,6.840000,-17.934300,-0.056340,-0.141200,-8.359000,23.107388,-10.330429
-1.832596,0.7000,-5.736000,7.657000,-20.442500,-0.064000,-0.147000,-8.704000,238.751513,-12.398807
-1.832596,0.9000,-5.842000,8.031000,-21.330100,-0.086300,-0.144100,-8.531000,-150.401421,-14.982846
-1.832596,1.1000,-21.146000,6.149000,1.422800,-0.102800,-0.144100,-8.531000,-3.209137,-19.967579
-1.832596,1.3000,-19.867000,6.326000,1.318300,-0.089350,-0.144100,-8.531000,-3.487594,-18.214328
-1.832596,1.6000,-18.318000,5.980000,1.247800,-0.075060,-0.144100,-8.531000,-2.465437,-17.859094
-1.832596,2.0000,-17.089000,5.149000,1.240800,-0.062170,-0.144100,-8.531000,-1.619752,-17.028306
-1.832596,2.5000,-16.162000,4.389000,1.242900,-0.051370,-0.144100,-8.531000,-1.047940,-16.890796
-1.832596,3.0000,-15.714000,3.829000,1.252800,-0.043350,-0.144100,-8.531000,-0.734532,-16.495455
-1.745329,0.3000,-4.582000,5.921000,-34.846000,-0.052820,-0.018270,-8.283000,-387.090286,-13.011872
-1.745329,0.5000,-4.629000,6.249000,-36.750000,-0.056340,-0.018720,-8.489000,-403.190400,-14.272379
-1.745329,0.7000,-4.735000,6.880000,-38.753000,-0.064000,-0.019500,-8.840000,-417.113275,-16.804852
-1.745329,0.9000,-4.770000,7.058000,-37.532200,-0.086300,-0.019110,-8.664000,-393.163639,-18.873230
-1.745329,1.1000,-21.333000,5.886000,1.427500,-0.102800,-0.019110,-8.664000,-3.209137,-24.190278
-1.745329,1.3000,-19.985000,6.121000,1.330800,-0.089350,-0.019110,-8.664000,-3.487594,-22.437027
-1.745329,1.6000,-18.385000,5.715000,1.242400,-0.075060,-0.019110,-8.664000,-2.465437,-21.634886
-1.745329,2.0000,-17.267000,4.803000,1.207300,-0.062170,-0.019110,-8.664000,-1.619752,-20.947337
-1.745329,2.5000,-16.338000,4.014000,1.177200,-0.051370,-0.019110,-8.664000,-1.047940,-20.236869
-1.745329,3.0000,-15.943000,3.457000,1.167900,-0.043350,-0.019110,-8.664000,-0.734532,-19.692559
-1.658063,0.3000,-3.808000,5.018000,-82.984700,-0.052820,-0.010380,-8.292000,-1073.722908,-16.478266
-1.658063,0.5000,-3.815000,5.233000,-88.306600,-0.056340,-0.010640,-8.498000,-1179.720100,-17.853365
-1.658063,0.7000,-3.845000,5.634000,-93.242300,-0.064000,-0.011080,-8.849000,-1231.859260,-20.620751
-1.658063,0.9000,-3.847000,5.662000,-89.947700,-0.086300,-0.010860,-8.672000,-1131.018688,-22.110441
-1.658063,1.1000,-21.307000,5.354000,1.377300,-0.102800,-0.010860,-8.672000,-3.209137,-28.808318
-1.658063,1.3000,-19.908000,5.622000,1.281900,-0.089350,-0.010860,-8.672000,-3.487594,-27.353005
-1.658063,1.6000,-18.292000,5.166000,1.178900,-0.075060,-0.010860,-8.672000,-2.465437,-25.697157
-1.658063,2.0000,-17.283000,4.250000,1.127900,-0.062170,-0.010860,-8.672000,-1.619752,-24.253303
-1.658063,2.5000,-16.383000,3.476000,1.080400,-0.051370,-0.010860,-8.672000,-1.047940,-22.941230
-1.658063,3.0000,-16.039000,2.941000,1.062100,-0.043350,-0.010860,-8.672000,-0.734532,-22.190655
-1.570796,0.3000,-3.197000,3.750000,-0.000000,-0.052820,-0.114400,-8.181000,71.791612,-18.810204
