alpha_rad,mach,CN,CA,CM,CMQ,CNR,CLP,CNB,CYB
-2.792527,1.4000,-0.000000,0.000000,-0.000000,-0.206300,0.000000,0.000000,0.000000,0.000000
-2.792527,1.8000,-0.000000,0.000000,-0.000000,-0.173100,0.000000,0.000000,0.000000,0.000000
-2.792527,2.2000,-0.000000,0.000000,-0.000000,-0.152900,0.000000,0.000000,0.000000,0.000000
-2.792527,2.6000,-0.000000,0.000000,-0.000000,-0.135900,0.000000,0.000000,0.000000,0.000000
-2.792527,3.0000,-0.000000,0.000000,-0.000000,-0.120100,0.000000,0.000000,0.000000,0.000000
-2.792527,3.5000,-0.000000,0.000000,-0.000000,-0.105300,0.000000,0.000000,0.000000,0.000000
-2.792527,4.0000,-0.000000,0.000000,-0.000000,-0.093520,0.000000,0.000000,0.000000,0.000000
-2.792527,4.5000,-0.000000,0.000000,-0.000000,-0.084000,0.000000,0.000000,0.000000,0.000000
-2.792527,5.0000,-0.000000,0.000000,-0.000000,-0.076350,0.000000,0.000000,0.000000,0.000000
-2.705260,0.0000,-0.000000,0.000000,-0.000000,-0.106300,0.000000,0.000000,0.000000,0.000000
-2.705260,0.2000,-0.000000,0.000000,-0.000000,-0.106800,0.000000,0.000000,0.000000,0.000000
-2.705260,0.4000,-0.000000,0.000000,-0.000000,-0.108700,0.000000,0.000000,0.000000,0.000000
-2.705260,0.6000,-0.000000,0.000000,-0.000000,-0.111800,0.000000,0.000000,0.000000,0.000000
-2.705260,0.8000,-0.000000,0.000000,-0.000000,-0.115000,0.000000,0.000000,0.000000,0.000000
-2.705260,0.9500,-0.000000,0.000000,-0.000000,-0.119200,0.000000,0.000000,0.000000,0.000000
-2.705260,1.0500,-0.000000,0.000000,-0.000000,-0.220200,0.000000,0.000000,0.000000,0.000000
-2.705260,1.2000,-0.000000,0.000000,-0.000000,-0.207000,0.000000,0.000000,0.000000,0.000000
-2.705260,1.4000,-0.000000,0.000000,-0.000000,-0.206300,0.000000,0.000000,0.000000,0.000000
-2.705260,1.8000,-0.000000,0.000000,-0.000000,-0.173100,0.000000,0.000000,0.000000,0.000000
-2.705260,2.2000,-0.000000,0.000000,-0.000000,-0.152900,0.000000,0.000000,0.000000,0.000000
-2.705260,2.6000,-0.000000,0.000000,-0.000000,-0.135900,0.000000,0.000000,0.000000,0.000000
-2.705260,3.0000,-0.000000,0.000000,-0.000000,-0.120100,0.000000,0.000000,0.000000,0.000000
-2.705260,3.5000,-0.000000,0.000000,-0.000000,-0.105300,0.000000,0.000000,0.000000,0.000000
-2.705260,4.0000,-0.000000,0.000000,-0.000000,-0.093520,0.000000,0.000000,0.000000,0.000000
-2.705260,4.5000,-0.000000,0.000000,-0.000000,-0.084000,0.000000,0.000000,0.000000,0.000000
-2.705260,5.0000,-0.000000,0.000000,-0.000000,-0.076350,0.000000,0.000000,0.000000,0.000000
-2.617994,0.0000,-0.000000,0.000000,-0.000000,-0.106300,0.000000,0.000000,0.000000,0.000000
-2.617994,0.2000,-0.000000,0.000000,-0.000000,-0.106800,0.000000,0.000000,0.000000,0.000000
-2.617994,0.4000,-0.000000,0.000000,-0.000000,-0.108700,0.000000,0.000000,0.000000,0.000000
-2.617994,0.6000,-0.000000,0.000000,-0.000000,-0.111800,0.000000,0.000000,0.000000,0.000000
-2.617994,0.8000,-0.000000,0.000000,-0.000000,-0.115000,0.000000,0.000000,0.000000,0.000000
-2.617994,0.9500,-0.000000,0.000000,-0.000000,-0.119200,0.000000,0.000000,0.000000,0.000000
-2.617994,1.0500,-0.000000,0.000000,-0.000000,-0.220200,0.000000,0.000000,0.000000,0.000000
-2.617994,1.2000,-0.000000,0.000000,-0.000000,-0.207000,0.000000,0.000000,0.000000,0.000000
-2.617994,1.4000,-0.000000,0.000000,-0.000000,-0.206300,0.000000,0.000000,0.000000,0.000000
-2.617994,1.8000,-0.000000,0.000000,-0.000000,-0.173100,0.000000,0.000000,0.000000,0.000000
-2.617994,2.2000,-0.000000,0.000000,-0.000000,-0.152900,0.000000,0.000000,0.000000,0.000000
-2.617994,2.6000,-0.000000,0.000000,-0.000000,-0.135900,0.000000,0.000000,0.000000,0.000000
-2.617994,3.0000,-0.000000,0.000000,-0.000000,-0.120100,0.000000,0.000000,0.000000,0.000000
-2.617994,3.5000,-0.000000,0.000000,-0.000000,-0.105300,0.000000,0.000000,0.000000,0.000000
-2.617994,4.0000,-0.000000,0.000000,-0.000000,-0.093520,0.000000,0.000000,0.000000,0.000000
-2.617994,4.5000,-0.000000,0.000000,-0.000000,-0.084000,0.000000,0.000000,0.000000,0.000000
-2.617994,5.0000,-0.000000,0.000000,-0.000000,-0.076350,0.000000,0.000000,0.000000,0.000000
-2.530727,0.0000,-0.000000,0.000000,-0.000000,-0.106300,0.000000,0.000000,0.000000,0.000000
-2.530727,0.2000,-0.000000,0.000000,-0.000000,-0.106800,0.000000,0.000000,0.000000,0.000000
-2.530727,0.4000,-0.000000,0.000000,-0.000000,-0.108700,0.000000,0.000000,0.000000,0.000000
-2.530727,0.6000,-0.000000,0.000000,-0.000000,-0.111800,0.000000,0.000000,0.000000,0.000000
-2.530727,0.8000,-0.000000,0.000000,-0.000000,-0.115000,0.000000,0.000000,0.000000,0.000000
-2.530727,0.9500,-0.000000,0.000000,-0.000000,-0.119200,0.000000,0.000000,0.000000,0.000000
-2.530727,1.0500,-0.000000,0.000000,-0.000000,-0.220200,0.000000,0.000000,0.000000,0.000000
-2.530727,1.2000,-0.000000,0.000000,-0.000000,-0.207000,0.000000,0.000000,0.000000,0.000000
-2.530727,1.4000,-0.000000,0.000000,-0.000000,-0.206300,0.000000,0.000000,0.000000,0.000000
-2.530727,1.8000,-0.000000,0.000000,-0.000000,-0.173100,0.000000,0.000000,0.000000,0.000000
-2.530727,2.2000,-0.000000,0.000000,-0.000000,-0.152900,0.000000,0.000000,0.000000,0.000000
-2.530727,2.6000,-0.000000,0.000000,-0.000000,-0.135900,0.000000,0.000000,0.000000,0.000000
-2.530727,3.0000,-0.000000,0.000000,-0.000000,-0.120100,0.000000,0.000000,0.000000,0.000000
-2.530727,3.5000,-0.000000,0.000000,-0.000000,-0.105300,0.000000,0.000000,0.000000,0.000000
-2.530727,4.0000,-0.000000,0.000000,-0.000000,-0.093520,0.000000,0.000000,0.000000,0.000000
-2.530727,4.5000,-0.000000,0.000000,-0.000000,-0.084000,0.000000,0.000000,0.000000,0.000000
-2.530727,5.0000,-0.000000,0.000000,-0.000000,-0.076350,0.000000,0.000000,0.000000,0.000000
-2.443461,0.0000,-0.000000,0.000000,-0.000000,-0.106300,0.000000,0.000000,0.000000,0.000000
-2.443461,0.2000,-0.000000,0.000000,-0.000000,-0.106800,0.000000,0.000000,0.000000,0.000000
-2.443461,0.4000,-0.000000,0.000000,-0.000000,-0.108700,0.000000,0.000000,0.000000,0.000000
-2.443461,0.6000,-0.000000,0.000000,-0.000000,-0.111800,0.000000,0.000000,0.000000,0.000000
-2.443461,0.8000,-0.000000,0.000000,-0.000000,-0.115000,0.000000,0.000000,0.000000,0.000000
-2.443461,0.9500,-0.000000,0.000000,-0.000000,-0.119200,0.000000,0.000000,0.000000,0.000000
-2.443461,1.0500,-0.000000,0.000000,-0.000000,-0.220200,0.000000,0.000000,0.000000,0.000000
-2.443461,1.2000,-0.000000,0.000000,-0.000000,-0.207000,0.000000,0.000000,0.000000,0.000000
-2.443461,1.4000,-0.000000,0.000000,-0.000000,-0.206300,0.000000,0.000000,0.000000,0.000000
-2.443461,1.8000,-0.000000,0.000000,-0.000000,-0.173100,0.000000,0.000000,0.000000,0.000000
-2.443461,2.2000,-0.000000,0.000000,-0.000000,-0.152900,0.000000,0.000000,0.000000,0.000000
-2.443461,2.6000,-0.000000,0.000000,-0.000000,-0.135900,0.000000,0.000000,0.000000,0.000000
-2.443461,3.0000,-0.000000,0.000000,-0.000000,-0.120100,0.000000,0.000000,0.000000,0.000000
-2.443461,3.5000,-0.000000,0.000000,-0.000000,-0.105300,0.000000,0.000000,0.000000,0.000000
-2.443461,4.0000,-0.000000,0.000000,-0.000000,-0.093520,0.000000,0.000000,0.000000,0.000000
-2.443461,4.5000,-0.000000,0.000000,-0.000000,-0.084000,0.000000,0.000000,0.000000,0.000000
-2.443461,5.0000,-0.000000,0.000000,-0.000000,-0.076350,0.000000,0.000000,0.000000,0.000000
-2.356194,0.0000,-0.000000,0.000000,-0.000000,-0.106300,0.000000,0.000000,0.000000,0.000000
-2.356194,0.2000,-0.000000,0.000000,-0.000000,-0.106800,0.000000,0.000000,0.000000,0.000000
-2.356194,0.4000,-0.000000,0.000000,-0.000000,-0.108700,0.000000,0.000000,0.000000,0.000000
-2.356194,0.6000,-0.000000,0.000000,-0.000000,-0.111800,0.000000,0.000000,0.000000,0.000000
-2.356194,0.8000,-0.000000,0.000000,-0.000000,-0.115000,0.000000,0.000000,0.000000,0.000000
-2.356194,0.9500,-0.000000,0.000000,-0.000000,-0.119200,0.000000,0.000000,0.000000,0.000000
-2.356194,1.0500,-0.000000,0.000000,-0.000000,-0.220200,0.000000,0.000000,0.000000,0.000000
-2.356194,1.2000,-0.000000,0.000000,-0.000000,-0.207000,0.000000,0.000000,0.000000,0.000000
-2.356194,1.4000,-0.000000,0.000000,-0.000000,-0.206300,0.000000,0.000000,0.000000,0.000000
-2.356194,1.8000,-0.000000,0.000000,-0.000000,-0.173100,0.000000,0.000000,0.000000,0.000000
-2.356194,2.2000,-0.000000,0.000000,-0.000000,-0.152900,0.000000,0.000000,0.000000,0.000000
-2.356194,2.6000,-0.000000,0.000000,-0.000000,-0.135900,0.000000,0.000000,0.000000,0.000000
-2.356194,3.0000,-0.000000,0.000000,-0.000000,-0.120100,0.000000,0.000000,0.000000,0.000000
-2.356194,3.5000,-0.000000,0.000000,-0.000000,-0.105300,0.000000,0.000000,0.000000,0.000000
-2.356194,4.0000,-0.000000,0.000000,-0.000000,-0.093520,0.000000,0.000000,0.000000,0.000000
-2.356194,4.5000,-0.000000,0.000000,-0.000000,-0.084000,0.000000,0.000000,0.000000,0.000000
-2.356194,5.0000,-0.000000,0.000000,-0.000000,-0.076350,0.000000,0.000000,0.000000,0.000000
-2.268928,0.0000,-0.000000,0.000000,-0.000000,-0.106300,1.099000,0.000000,-0.886522,0.000000
-2.268928,0.2000,-0.000000,0.000000,-0.000000,-0.106800,1.103000,0.000000,-1.296447,0.000000
-2.268928,0.4000,-0.000000,0.000000,-0.000000,-0.108700,1.118000,0.000000,-1.420935,0.000000
-2.268928,0.6000,-0.000000,0.000000,-0.000000,-0.111800,1.146000,0.000000,-1.525109,0.000000
-2.268928,0.8000,-0.000000,0.000000,-0.000000,-0.115000,1.135000,0.000000,-1.492815,0.000000
-2.268928,0.9500,-0.000000,0.000000,-0.000000,-0.119200,1.051000,0.000000,-1.376140,0.000000
-2.268928,1.0500,-0.000000,0.000000,-0.000000,-0.220200,1.051000,0.000000,0.850674,0.000000
-2.268928,1.2000,-0.000000,0.000000,-0.000000,-0.207000,0.000000,0.000000,0.000000,0.000000
-2.268928,1.4000,-0.000000,0.389000,-9.133800,-0.206300,0.000000,0.000000,0.763719,27.387383
-2.268928,1.8000,-0.000000,0.000000,-0.000000,-0.173100,0.000000,0.000000,0.251191,0.000000
-2.268928,2.2000,-0.000000,0.000000,-0.000000,-0.152900,0.000000,0.000000,0.427022,0.000000
-2.268928,2.6000,-0.000000,0.000000,-0.000000,-0.135900,0.000000,0.000000,0.432752,0.000000
-2.268928,3.0000,-0.000000,0.000000,-0.000000,-0.120100,0.000000,0.000000,0.423315,0.000000
-2.268928,3.5000,-0.000000,0.000000,-0.000000,-0.105300,0.000000,0.000000,0.473196,0.000000
-2.268928,4.0000,-0.000000,0.000000,-0.000000,-0.093520,0.000000,0.000000,0.664294,0.000000
-2.268928,4.5000,-0.000000,0.000000,-0.000000,-0.084000,0.000000,0.000000,0.685527,0.000000
-2.268928,5.0000,-0.000000,0.000000,-0.000000,-0.076350,0.000000,0.000000,0.680472,0.000000
-2.181662,0.0000,-0.000000,0.000000,-0.000000,-0.106300,1.551000,0.000000,-1.773044,0.000000
-2.181662,0.2000,-0.000000,0.000000,-0.000000,-0.106800,1.557000,0.000000,-2.592894,0.000000
-2.181662,0.4000,-0.000000,0.000000,-0.000000,-0.108700,1.579000,0.000000,-2.841871,0.000000
-2.181662,0.6000,-0.000000,0.000000,-0.000000,-0.111800,1.619000,0.000000,-3.050219,0.000000
-2.181662,0.8000,-0.000000,0.000000,-0.000000,-0.115000,1.603000,0.000000,-2.985631,0.000000
-2.181662,0.9500,-0.000000,0.000000,-0.000000,-0.119200,1.484000,0.000000,-2.752281,0.000000
-2.181662,1.0500,-0.000000,0.000000,-0.000000,-0.220200,1.484000,0.000000,1.701348,0.000000
-2.181662,1.2000,-0.000000,0.000000,-0.000000,-0.207000,1.484000,0.000000,28.870707,0.000000
-2.181662,1.4000,-0.000000,0.000000,-0.000000,-0.206300,1.484000,0.000000,1.527438,0.000000
-2.181662,1.8000,-0.000000,0.000000,-0.000000,-0.173100,1.484000,0.000000,0.502383,0.000000
-2.181662,2.2000,-0.000000,0.000000,-0.000000,-0.152900,1.484000,0.000000,0.854044,0.000000
-2.181662,2.6000,-0.000000,0.000000,-0.000000,-0.135900,1.484000,0.000000,0.865503,0.000000
-2.181662,3.0000,-0.000000,0.000000,-0.000000,-0.120100,1.484000,0.000000,0.846629,0.000000
-2.181662,3.5000,-0.000000,0.000000,-0.000000,-0.105300,1.484000,0.000000,0.946391,0.000000
-2.181662,4.0000,-0.000000,0.000000,-0.000000,-0.093520,1.484000,0.000000,1.328588,0.000000
-2.181662,4.5000,-0.000000,0.000000,-0.000000,-0.084000,1.484000,0.000000,1.371054,0.000000
-2.181662,5.0000,-0.000000,0.000000,-0.000000,-0.076350,1.484000,0.000000,1.360943,0.000000
-2.094395,0.0000,-0.000000,0.000000,-0.000000,-0.106300,1.996000,0.000000,-2.659566,0.000000
-2.094395,0.2000,-0.000000,0.000000,-0.000000,-0.106800,2.004000,0.000000,-3.889342,0.000000
-2.094395,0.4000,-0.000000,0.000000,-0.000000,-0.108700,2.032000,0.000000,-4.262806,0.000000
-2.094395,0.6000,-0.000000,0.000000,-0.000000,-0.111800,2.083000,0.000000,-4.575328,0.000000
-2.094395,0.8000,-0.000000,0.000000,-0.000000,-0.115000,2.062000,0.000000,-4.478446,0.000000
-2.094395,0.9500,-0.000000,0.000000,-0.000000,-0.119200,1.910000,0.000000,-4.128421,0.000000
-2.094395,1.0500,-0.000000,0.000000,-0.000000,-0.220200,1.910000,0.000000,2.552021,0.000000
-2.094395,1.2000,-0.000000,0.000000,-0.000000,-0.207000,1.910000,0.000000,57.741413,48.059700
-2.094395,1.4000,-0.000000,0.000000,-0.000000,-0.206300,1.910000,0.000000,2.291157,0.000000
-2.094395,1.8000,-0.000000,0.000000,-0.000000,-0.173100,1.910000,0.000000,0.753574,0.000000
-2.094395,2.2000,-0.000000,0.000000,-0.000000,-0.152900,1.910000,0.000000,1.281066,0.000000
