time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar
0.51,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.515,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.52,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.525,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.53,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.535,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.54,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.545,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.55,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.555,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.56,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.565,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.57,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.575,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.58,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.585,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.59,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.595,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.6,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.605,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.61,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.615,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.62,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.625,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.63,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.635,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.64,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.645,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.65,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.655,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.66,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.665,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.67,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.675,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.68,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.685,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.69,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.695,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.7,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.705,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.71,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.715,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.72,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.725,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.73,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.735,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.74,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.745,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.75,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.755,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.76,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.765,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.77,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.775,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.78,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.785,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.79,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.795,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
