time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar,rocket_table_aero_fx,rocket_table_aero_fy,rocket_table_aero_fz,rocket_table_aero_mx,rocket_table_aero_my,rocket_table_aero_mz,solid_motor_fx,solid_motor_fy,solid_motor_fz,solid_motor_mx,solid_motor_my,solid_motor_mz
0.4,154.40501,0.052153657,-5999.2243,364.46711,0.8591757,3.5345538,0.00079626475,0.041652887,0.050854136,-5.6736095e-05,1.7251024,1.5013112,-0.033161256,-3.2193913e-06,-0.0023036249,0.55318574,0.37712454,-8.7006709e-06,0.36712345,1,0,0,0.051400416,-0.048517593,1.1517763,364.48526,5999.2243,78.508519,21808.511,0.0071091214,nan,0.031192131,nan,nan,43851.501,-657.02165,1257.4911,-1232.1509,-0.028675853,-349.40839,-847.22132,21808.511,0,0,0,0,0
0.41,158.06037,0.062021185,-5999.1898,367.13519,1.2001349,3.3155598,0.0014860641,0.058204808,0.064739039,-0.00022397966,1.4617287,1.11621,0.045378561,-7.4193335e-06,0.076236191,0.56205082,0.28963653,-1.6196782e-05,0.26829115,1,0,0,0.067343677,-0.061506758,1.160203,367.15212,5999.1898,78.422543,21795.745,0.0073203904,nan,0.032056117,nan,nan,44495.722,-639.35314,1817.1205,-1819.2628,-0.06422539,-2340.4146,-2869.4457,21795.745,0,0,0,0,0
0.42,161.74234,0.075713685,-5999.1578,369.78851,1.6379039,2.9839992,0.0019967746,0.070143593,0.072807301,-0.00054816772,0.69523445,0.25589397,0.10173647,-1.2538802e-05,0.11297437,0.57074001,0.13728795,-2.1331473e-05,0.10571182,1,0,0,0.078367883,-0.068428983,1.1685831,369.80417,5999.1578,78.336566,21782.979,0.0075306225,nan,0.032921921,nan,nan,45141.016,-625.57406,2171.3057,-2286.0207,-0.10528889,-4209.2829,-4242.2861,21782.979,0,0,0,0,0
0.43,165.45081,0.093984349,-5999.1296,372.43413,2.1086405,2.5901563,0.0018850569,0.073040602,0.071395172,-0.0010151101,-0.30841264,-0.6995184,0.072653685,-1.5685704e-05,0.067392877,0.57925681,-0.024353938,-1.8508415e-05,-0.050550297,1,0,0,0.080133646,-0.065791599,1.1769406,372.44911,5999.1296,78.25059,21770.213,0.0077391339,nan,0.033789058,nan,nan,45789.189,-629.07779,2048.278,-2322.5748,-0.12749597,-3763.2431,-3255.6192,21770.213,0,0,0,0,0
0.44,169.18575,0.11682136,-5999.1052,375.08599,2.5294184,2.2155818,0.0011915655,0.066733767,0.061678766,-0.0015126327,-1.0196528,-1.2596871,0.0047540208,-1.4228124e-05,-0.0057110944,0.58760462,-0.12160022,-7.9550006e-06,-0.13454216,1,0,0,0.07271465,-0.05499284,1.1853205,375.10107,5999.1052,78.164613,21757.447,0.0079458163,nan,0.03465768,nan,nan,46443.703,-651.90628,1555.5733,-1968.506,-0.1116669,-1624.7501,-862.38108,21757.447,0,0,0,0,0
0.45,172.94726,0.14348369,-5999.0843,377.75177,2.8495417,1.9196677,0.00038087101,0.055476863,0.048710328,-0.0018890654,-1.1710511,-1.2292626,-0.052884752,-8.3770214e-06,-0.060639292,0.59578681,-0.13494433,4.334491e-06,-0.1339656,1,0,0,0.060578462,-0.041218983,1.1937458,377.7674,5999.0843,78.078637,21744.681,0.0081511237,nan,0.035528475,nan,nan,47106.431,-682.25302,978.48141,-1465.2717,-0.063301802,747.35914,1461.6121,21744.681,0,0,0,0,0
0.46,176.73548,0.17292834,-5999.066,380.42939,3.0699866,1.7152223,-0.00017229183,0.044818419,0.038095467,-0.0020487632,-0.83609391,-0.7452747,-0.075683215,-7.4481706e-07,-0.076996752,0.60380666,-0.089407577,1.2969216e-05,-0.078095667,1,0,0,0.049323754,-0.030070587,1.2022087,380.44564,5999.066,77.992661,21731.915,0.0083557647,nan,0.036402287,nan,nan,47776.832,-707.15899,578.95497,-1067.9851,-0.0054051004,2119.0828,2585.0166,21731.915,0,0,0,0,0
0.47,180.55051,0.20429908,-5999.0494,383.11299,3.2310954,1.5744247,-0.00040143969,0.038542642,0.033109788,-0.0019899167,-0.31076189,-0.13962325,-0.064963151,5.9570339e-06,-0.059607644,0.61166738,-0.027825668,1.6544334e-05,-0.01147056,1,0,0,0.042643379,-0.024715562,1.2106906,383.12985,5999.0494,77.906684,21719.149,0.0085603472,nan,0.03727975,nan,nan,48453.472,-724.0998,464.86217,-906.13086,0.041318684,2068.4459,2211.008,21719.149,0,0,0,0,0
0.48,184.39238,0.23720912,-5999.0342,385.79796,3.3835273,1.4535982,-0.00040272461,0.037240768,0.033597567,-0.0017752456,0.092416369,0.26923658,-0.037561482,1.0288799e-05,-0.02763043,0.61937215,0.015059306,1.6163709e-05,0.031106753,1,0,0,0.040999542,-0.024864806,1.2191771,385.81553,5999.0342,77.820708,21706.383,0.0087651699,nan,0.038161112,nan,nan,49135.24,-734.05461,580.20651,-959.61224,0.068004822,1006.5785,872.10512,21706.383,0,0,0,0,0
0.49,188.2611,0.27172972,-5999.0202,388.48164,3.5616772,1.3192919,-0.00029631916,0.038876333,0.036837541,-0.001485762,0.20918238,0.33729584,-0.012154305,1.2058452e-05,-0.00076656281,0.62692405,0.02607028,1.3607026e-05,0.037782648,1,0,0,0.042265304,-0.027706691,1.2276604,388.50021,5999.0202,77.734731,21693.617,0.0089702232,nan,0.039046287,nan,nan,49821.506,-740.74842,775.86445,-1105.0222,0.075628607,-235.73694,-513.21258,21693.617,0,0,0,0,0
